,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,poutcome,deposit
10395,49,entrepreneur,married,secondary,no,-1965,no,yes,10,jul,317,2,-1,unknown,no
10397,25,student,single,secondary,no,469,no,no,24,feb,524,1,187,success,no
10398,29,management,single,tertiary,no,502,no,no,12,apr,366,2,199,unknown,no
10399,35,admin.,single,tertiary,no,777,no,yes,28,may,85,1,-1,unknown,no
10402,61,housemaid,married,primary,no,848,no,no,27,apr,605,1,187,unknown,no
10403,36,technician,married,secondary,no,-393,no,no,14,aug,119,4,-1,unknown,no
10405,31,technician,single,tertiary,no,176,no,no,21,aug,241,4,-1,unknown,no
10406,33,unemployed,married,tertiary,no,3335,no,no,15,jun,92,1,301,failure,no
10407,49,blue-collar,married,primary,no,-167,no,no,7,jul,51,1,-1,unknown,no
10408,45,technician,single,tertiary,no,1591,no,no,15,jul,392,4,-1,unknown,no
10409,71,retired,married,secondary,no,2064,no,no,9,nov,379,2,92,failure,no
10410,34,management,single,tertiary,no,1310,no,yes,20,nov,90,3,-1,unknown,no
10411,33,admin.,single,secondary,no,1221,yes,no,23,may,245,1,-1,unknown,no
10412,28,blue-collar,married,secondary,no,-26,no,yes,30,jan,81,1,-1,unknown,no
10413,52,technician,married,secondary,no,337,yes,no,8,may,247,1,261,failure,no
10414,54,blue-collar,married,primary,no,2440,no,yes,17,nov,334,1,-1,unknown,no
10417,25,admin.,single,tertiary,no,1734,no,no,19,oct,366,1,-1,unknown,no
10418,35,technician,married,tertiary,no,4,yes,no,14,may,88,1,-1,unknown,no
10419,49,blue-collar,married,primary,no,1032,yes,no,2,jun,41,5,-1,unknown,no
10420,33,technician,married,secondary,no,8,no,no,29,aug,462,2,-1,unknown,no
10422,46,services,married,secondary,no,-522,yes,no,31,jul,61,2,-1,unknown,no
10423,43,services,single,secondary,no,21,no,no,3,feb,203,3,-1,unknown,no
10424,28,blue-collar,single,secondary,no,455,yes,no,11,jul,166,1,-1,unknown,no
10425,41,blue-collar,married,primary,no,4,no,no,23,jul,74,5,-1,unknown,no
10426,60,housemaid,divorced,primary,no,1412,no,no,22,jul,127,4,-1,unknown,no
10427,49,blue-collar,married,secondary,no,141,no,no,6,aug,275,1,-1,unknown,no
10429,45,unemployed,married,primary,no,0,yes,no,2,feb,570,2,-1,unknown,no
10430,47,management,single,tertiary,no,0,no,no,21,aug,136,2,-1,unknown,no
10431,29,blue-collar,single,secondary,no,202,no,no,30,jan,128,2,-1,unknown,no
10432,59,admin.,married,secondary,no,2552,no,yes,5,aug,125,3,-1,unknown,no
10433,27,technician,married,tertiary,no,276,no,no,16,may,218,2,-1,unknown,no
10434,37,technician,married,secondary,yes,0,no,no,18,jun,236,1,-1,unknown,no
10435,25,technician,divorced,secondary,no,86,no,yes,8,jul,483,2,-1,unknown,no
10436,39,technician,divorced,secondary,no,507,no,no,20,aug,173,4,-1,unknown,no
10437,35,blue-collar,married,primary,no,602,yes,no,14,may,467,6,-1,unknown,no
10439,58,retired,divorced,secondary,no,0,no,no,17,jun,436,5,-1,unknown,no
10440,38,management,single,tertiary,no,2117,no,no,14,aug,81,2,-1,unknown,no
10441,50,blue-collar,married,primary,no,71,yes,no,6,may,678,1,-1,unknown,no
10442,27,management,single,secondary,no,843,no,no,12,jul,123,2,185,success,no
10443,46,blue-collar,married,secondary,no,229,yes,no,17,apr,191,1,-1,unknown,no
10444,51,admin.,married,secondary,no,176,no,no,28,jan,214,1,183,failure,no
10445,58,retired,married,secondary,no,13,no,no,7,aug,92,4,-1,unknown,no
10446,42,entrepreneur,married,secondary,no,169,yes,no,15,may,87,4,-1,unknown,no
10447,27,technician,married,secondary,no,58,yes,no,28,may,82,1,-1,unknown,no
10448,34,technician,single,secondary,no,179,no,no,19,aug,294,3,-1,unknown,no
10449,31,admin.,single,secondary,no,50,no,no,29,jan,395,1,-1,unknown,no
10451,42,admin.,single,secondary,no,1022,yes,no,5,may,146,2,-1,unknown,no
10452,44,entrepreneur,married,secondary,no,692,no,no,18,jun,73,4,-1,unknown,no
10453,51,management,divorced,tertiary,no,1937,yes,no,18,nov,185,4,152,unknown,no
10454,50,admin.,single,secondary,no,26,no,yes,24,jul,179,4,-1,unknown,no
10455,32,blue-collar,married,primary,no,0,yes,yes,8,may,82,2,361,failure,no
10456,45,blue-collar,married,primary,no,900,yes,no,9,jun,213,1,-1,unknown,no
10457,29,admin.,single,secondary,no,260,yes,no,4,feb,453,2,273,failure,no
10458,53,blue-collar,married,secondary,yes,-634,no,no,19,aug,695,3,-1,unknown,no
10459,29,services,married,secondary,no,30,yes,no,23,jul,74,3,-1,unknown,no
10460,57,admin.,married,primary,no,1694,yes,no,17,nov,378,1,-1,unknown,no
10461,41,blue-collar,married,secondary,no,167,no,no,20,jun,48,1,-1,unknown,no
10465,34,blue-collar,married,primary,no,479,no,no,11,jul,772,1,-1,unknown,no
10466,44,management,married,tertiary,no,1945,no,no,14,may,191,1,-1,unknown,no
10467,56,technician,married,tertiary,no,1062,no,no,20,jun,37,2,-1,unknown,no
10468,36,entrepreneur,married,tertiary,no,0,no,no,2,jun,87,3,-1,unknown,no
10469,45,management,divorced,tertiary,no,2406,no,no,8,aug,248,2,-1,unknown,no
10470,57,management,married,tertiary,no,337,no,no,5,feb,59,2,-1,unknown,no
10471,49,management,married,tertiary,no,413,no,yes,31,jul,196,4,-1,unknown,no
10472,37,blue-collar,married,secondary,no,362,yes,no,20,may,277,2,-1,unknown,no
10474,40,blue-collar,married,primary,no,-66,yes,no,6,may,288,1,-1,unknown,no
10475,28,technician,single,secondary,no,922,yes,no,7,apr,304,1,-1,unknown,no
10476,39,services,married,secondary,no,93,yes,no,11,may,72,4,-1,unknown,no
10477,40,technician,single,tertiary,no,693,no,no,30,jan,427,1,-1,unknown,no
10478,33,management,single,tertiary,no,307,no,no,23,jul,113,6,179,failure,no
10479,37,management,single,tertiary,no,427,yes,no,20,may,121,1,-1,unknown,no
10484,51,technician,married,secondary,no,2682,no,no,18,jun,56,1,-1,unknown,no
10485,35,technician,single,tertiary,no,144,yes,yes,4,feb,202,4,113,failure,no
10486,40,blue-collar,married,secondary,no,1938,yes,no,7,may,228,1,-1,unknown,no
10487,40,admin.,single,secondary,no,90,yes,no,2,jun,252,4,-1,unknown,no
10489,43,blue-collar,married,secondary,no,917,yes,no,8,may,87,2,-1,unknown,no
10490,48,management,married,primary,no,1744,no,no,9,jun,181,1,-1,unknown,no
10491,46,admin.,divorced,secondary,no,1198,yes,yes,7,apr,837,1,307,unknown,no
10492,34,services,single,tertiary,no,371,no,no,20,may,77,1,-1,unknown,no
10493,52,management,married,tertiary,no,575,no,no,3,jun,315,1,-1,unknown,no
10494,57,management,married,secondary,no,123,no,no,2,feb,154,2,-1,unknown,no
10495,36,services,married,secondary,no,145,yes,no,2,feb,109,1,252,unknown,no
10496,33,blue-collar,married,secondary,no,312,yes,no,4,jun,151,2,-1,unknown,no
10497,30,technician,single,secondary,no,893,no,no,26,aug,45,3,-1,unknown,no
10498,34,management,married,tertiary,no,105,yes,no,6,may,314,3,-1,unknown,no
10499,35,management,single,tertiary,no,0,yes,no,2,jun,184,1,-1,unknown,no
10500,34,blue-collar,single,secondary,no,186,no,no,2,feb,342,1,-1,unknown,no
10501,32,technician,single,secondary,no,-114,no,no,12,aug,155,2,-1,unknown,no
10502,30,blue-collar,single,secondary,no,228,no,no,5,feb,232,1,365,failure,no
10503,33,housemaid,married,primary,no,0,no,no,11,aug,237,2,-1,unknown,no
10504,31,technician,single,tertiary,no,279,yes,no,13,may,198,1,-1,unknown,no
10505,33,admin.,single,secondary,no,241,no,no,22,jul,490,1,-1,unknown,no
10507,38,technician,married,secondary,no,728,yes,no,18,nov,286,1,181,unknown,no
10509,36,blue-collar,married,secondary,no,0,no,no,4,feb,235,1,244,failure,no
10511,36,blue-collar,married,secondary,no,222,yes,no,23,may,188,1,-1,unknown,no
10515,41,services,married,secondary,no,2085,yes,no,26,may,125,4,-1,unknown,no
10516,32,services,married,secondary,no,1398,yes,yes,15,may,233,1,-1,unknown,no
10517,30,unemployed,single,tertiary,no,463,no,no,22,aug,374,4,-1,unknown,no
10518,46,management,married,tertiary,yes,-337,no,yes,21,aug,120,2,-1,unknown,no
10519,25,self-employed,married,tertiary,no,1182,yes,no,26,may,141,2,-1,unknown,no
10520,27,services,married,secondary,no,94,yes,no,15,may,352,2,-1,unknown,no
10523,39,management,divorced,tertiary,no,373,no,no,26,aug,148,4,-1,unknown,no
10524,28,admin.,married,secondary,no,170,yes,yes,21,may,492,1,-1,unknown,no
10525,45,technician,divorced,secondary,no,146,no,no,8,jul,216,1,-1,unknown,no
10526,30,management,married,tertiary,no,1384,yes,no,14,aug,60,2,-1,unknown,no
10527,48,blue-collar,married,primary,no,595,no,no,24,jul,464,1,-1,unknown,no
10529,48,entrepreneur,married,secondary,no,4037,no,no,6,jun,23,1,-1,unknown,no
10530,38,management,single,tertiary,no,1746,yes,no,21,may,139,1,-1,unknown,no
10531,31,management,single,tertiary,no,18,no,no,8,aug,82,2,-1,unknown,no
10532,52,unemployed,married,primary,no,1724,no,no,29,jan,73,1,-1,unknown,no
10533,28,blue-collar,single,secondary,no,1735,yes,no,20,apr,89,1,-1,unknown,no
10535,32,technician,married,secondary,no,367,yes,no,11,may,214,2,276,failure,no
10536,52,entrepreneur,divorced,secondary,no,105,no,yes,22,jul,275,4,-1,unknown,no
10537,23,blue-collar,single,secondary,no,537,yes,no,7,may,172,1,353,unknown,no
10538,51,management,married,tertiary,yes,0,no,yes,29,jul,204,6,-1,unknown,no
10539,49,services,married,secondary,no,653,no,no,11,aug,317,2,-1,unknown,no
10542,32,management,married,tertiary,no,1683,yes,yes,20,apr,72,2,-1,unknown,no
10545,49,management,married,tertiary,no,271,yes,no,5,feb,18,6,-1,unknown,no
10547,32,admin.,married,secondary,no,57,no,yes,22,jul,50,2,-1,unknown,no
10549,40,blue-collar,married,secondary,no,750,yes,yes,16,apr,340,1,281,failure,no
10550,41,services,married,secondary,no,3992,yes,no,20,nov,281,2,-1,unknown,no
10551,55,blue-collar,married,primary,no,11,no,no,17,jun,150,2,-1,unknown,no
10552,33,management,single,tertiary,no,383,yes,no,9,jul,125,1,-1,unknown,no
10553,49,blue-collar,married,secondary,no,598,yes,no,15,may,219,6,-1,unknown,no
10554,26,management,single,tertiary,no,3178,no,no,2,jun,64,1,-1,unknown,no
10555,56,management,divorced,tertiary,no,505,no,no,9,feb,108,2,199,unknown,no
10556,27,admin.,single,tertiary,no,73,no,no,29,jan,242,1,-1,unknown,no
10557,55,unemployed,married,secondary,no,1436,yes,no,4,feb,969,2,-1,unknown,no
10558,55,technician,divorced,tertiary,no,264,yes,no,30,may,34,2,-1,unknown,no
10559,26,management,single,tertiary,no,1720,no,no,3,feb,383,1,-1,unknown,no
10560,34,technician,married,secondary,no,-25,no,no,15,may,207,1,-1,unknown,no
10561,38,housemaid,married,secondary,no,634,no,no,11,jun,105,4,-1,unknown,no
10564,44,technician,divorced,secondary,no,314,yes,no,12,aug,18,1,651,success,no
10565,43,admin.,married,secondary,no,2,yes,yes,22,jul,254,1,-1,unknown,no
10566,48,blue-collar,divorced,primary,no,2677,no,no,20,jun,23,3,-1,unknown,no
10567,35,admin.,single,secondary,no,855,yes,no,12,may,241,3,-1,unknown,no
10568,49,services,married,tertiary,no,411,no,no,14,may,9,6,-1,unknown,no
10571,56,housemaid,divorced,primary,no,61,no,no,2,jun,144,1,-1,unknown,no
10572,33,admin.,married,secondary,no,177,yes,no,11,may,100,1,-1,unknown,no
10574,40,admin.,married,secondary,no,767,yes,no,6,feb,168,1,-1,unknown,no
10575,55,blue-collar,divorced,secondary,no,496,no,yes,28,jul,93,4,-1,unknown,no
10578,45,entrepreneur,divorced,secondary,no,1187,no,yes,20,nov,157,1,-1,unknown,no
10579,38,admin.,single,secondary,no,4023,no,no,11,jun,339,2,-1,unknown,no
10580,32,admin.,single,secondary,no,184,yes,no,8,may,230,4,-1,unknown,no
10581,35,management,single,tertiary,no,688,no,no,2,feb,504,1,-1,unknown,no
10582,70,retired,married,secondary,no,2064,no,no,22,oct,334,1,-1,unknown,no
10583,41,technician,married,secondary,no,862,no,no,18,nov,474,2,-1,unknown,no
10584,27,blue-collar,single,secondary,no,137,no,yes,25,jul,359,1,-1,unknown,no
10586,59,management,divorced,tertiary,no,893,yes,no,16,apr,206,4,-1,unknown,no
10587,31,management,married,tertiary,no,607,no,no,27,aug,200,5,-1,unknown,no
10589,32,management,single,tertiary,no,1966,no,no,18,aug,176,3,-1,unknown,no
10590,37,technician,single,secondary,no,363,yes,no,21,nov,39,4,182,failure,no
10592,51,technician,married,tertiary,no,1533,no,no,18,jun,242,2,-1,unknown,no
10594,38,admin.,divorced,secondary,no,407,yes,yes,19,aug,89,1,-1,unknown,no
10595,35,technician,divorced,secondary,no,3549,yes,no,13,aug,250,4,-1,unknown,no
10596,42,blue-collar,married,primary,no,0,yes,yes,7,may,209,2,-1,unknown,no
10597,43,technician,single,tertiary,no,1017,yes,no,19,may,257,2,-1,unknown,no
10600,43,management,married,tertiary,no,0,yes,no,7,may,240,3,293,failure,no
10601,39,management,married,tertiary,no,0,no,no,29,aug,94,2,-1,unknown,no
10602,52,blue-collar,married,secondary,no,665,yes,no,15,may,57,4,-1,unknown,no
10603,32,services,single,secondary,no,-1139,yes,no,7,jul,201,1,-1,unknown,no
10604,37,self-employed,married,secondary,no,3396,no,no,18,aug,69,6,-1,unknown,no
10605,35,entrepreneur,married,tertiary,no,542,yes,yes,27,may,591,5,-1,unknown,no
10606,39,services,divorced,secondary,no,1957,yes,yes,20,nov,47,1,-1,unknown,no
10607,44,self-employed,married,secondary,no,304,yes,no,9,feb,15,5,-1,unknown,no
10608,41,entrepreneur,married,secondary,no,353,no,no,19,nov,90,2,-1,unknown,no
10611,33,technician,married,secondary,no,0,yes,yes,19,nov,163,2,-1,unknown,no
10612,26,services,married,secondary,no,199,no,no,24,jul,139,6,-1,unknown,no
10613,31,admin.,single,tertiary,no,383,no,yes,6,feb,119,1,214,failure,no
10614,56,admin.,divorced,primary,no,0,no,yes,10,jul,542,1,-1,unknown,no
10615,40,blue-collar,married,secondary,no,1844,yes,no,11,may,231,1,-1,unknown,no
10616,27,technician,single,secondary,no,42,no,no,28,jan,251,1,-1,unknown,no
10617,41,technician,married,secondary,no,1788,no,no,28,aug,222,1,-1,unknown,no
10620,46,management,married,tertiary,no,3,no,no,18,aug,92,4,-1,unknown,no
10621,25,blue-collar,single,primary,no,17,yes,no,13,may,97,2,-1,unknown,no
10622,30,management,married,tertiary,no,-328,yes,no,14,may,242,5,-1,unknown,no
10623,37,self-employed,divorced,tertiary,no,1513,no,no,30,may,510,1,-1,unknown,no
10624,45,blue-collar,married,secondary,no,603,no,no,22,may,204,1,-1,unknown,no
10625,31,management,single,tertiary,no,307,no,no,21,nov,86,2,-1,unknown,no
10626,35,technician,married,tertiary,no,22,no,no,11,aug,109,1,-1,unknown,no
10627,47,management,married,tertiary,no,0,no,no,5,jun,265,2,-1,unknown,no
10628,55,services,married,secondary,no,283,yes,no,19,may,156,1,-1,unknown,no
10630,37,blue-collar,single,secondary,no,847,no,no,20,jun,54,1,-1,unknown,no
10632,45,blue-collar,single,secondary,no,0,yes,no,16,oct,283,1,165,failure,no
10633,35,blue-collar,single,primary,no,-759,yes,no,31,jul,142,2,-1,unknown,no
10634,32,technician,divorced,tertiary,no,267,no,no,26,may,128,1,-1,unknown,no
10636,47,blue-collar,married,secondary,no,3630,yes,no,14,may,133,4,-1,unknown,no
10637,33,technician,married,secondary,no,218,yes,yes,2,mar,169,4,-1,unknown,no
10638,42,management,single,tertiary,no,1146,yes,no,15,may,98,2,-1,unknown,no
10640,30,blue-collar,single,secondary,yes,447,no,no,19,nov,426,2,189,failure,no
10643,48,admin.,married,secondary,no,191,yes,no,5,feb,238,3,-1,unknown,no
10644,36,blue-collar,divorced,primary,no,17,yes,no,16,jul,329,1,-1,unknown,no
10645,36,blue-collar,single,secondary,no,2235,yes,no,20,nov,287,2,-1,unknown,no
10646,47,blue-collar,married,primary,no,292,no,yes,28,jul,210,3,-1,unknown,no
10648,60,retired,married,primary,no,364,yes,no,6,may,631,2,-1,unknown,no
10649,49,blue-collar,married,secondary,no,30,yes,no,5,may,135,4,-1,unknown,no
10650,41,technician,married,secondary,no,335,no,no,18,aug,169,3,-1,unknown,no
10651,67,management,married,secondary,no,1287,no,no,2,feb,511,1,-1,unknown,no
10652,35,technician,married,secondary,no,128,no,yes,29,jan,456,1,205,unknown,no
10653,34,management,married,tertiary,no,133,yes,no,8,may,65,1,-1,unknown,no
10654,49,technician,married,tertiary,no,-888,no,yes,21,jul,298,1,-1,unknown,no
10655,33,management,divorced,tertiary,yes,280,no,yes,18,nov,155,1,-1,unknown,no
10656,37,blue-collar,divorced,secondary,no,719,yes,no,13,may,118,1,365,failure,no
10657,29,admin.,single,secondary,no,1261,no,no,5,feb,605,1,-1,unknown,no
10658,53,housemaid,married,primary,no,1903,no,no,5,jun,827,1,-1,unknown,no
10659,36,technician,married,tertiary,no,202,no,no,1,jun,206,1,192,failure,no
10662,38,blue-collar,married,primary,no,362,yes,no,8,may,100,5,-1,unknown,no
10663,50,blue-collar,married,secondary,no,907,no,yes,16,jul,68,1,-1,unknown,no
10664,50,entrepreneur,married,primary,no,199,no,no,11,may,228,2,363,failure,no
10667,51,retired,single,tertiary,no,730,yes,no,18,nov,287,2,-1,unknown,no
10668,34,technician,single,secondary,no,664,yes,yes,11,may,88,2,343,unknown,no
10669,28,blue-collar,single,primary,no,442,no,no,30,jan,157,2,-1,unknown,no
10671,38,entrepreneur,married,secondary,no,61,yes,yes,28,may,170,5,-1,unknown,no
10672,41,retired,single,primary,no,2579,no,no,13,oct,213,1,-1,unknown,no
10673,38,blue-collar,single,primary,no,1583,yes,no,15,may,386,1,-1,unknown,no
10674,54,technician,single,secondary,no,224,no,no,5,aug,134,2,-1,unknown,no
10675,52,technician,married,secondary,no,851,no,no,17,jun,87,2,-1,unknown,no
10676,35,housemaid,married,tertiary,no,2880,no,no,29,jan,42,1,-1,unknown,no
10677,40,admin.,married,secondary,no,1597,yes,no,30,may,633,1,-1,unknown,no
10678,33,technician,divorced,tertiary,no,0,yes,no,2,jun,72,1,-1,unknown,no
10679,35,management,divorced,tertiary,no,771,yes,yes,18,aug,221,5,-1,unknown,no
10681,33,technician,married,secondary,no,346,yes,yes,24,jul,379,1,-1,unknown,no
10683,34,management,married,tertiary,no,580,yes,no,10,jul,380,1,-1,unknown,no
10685,41,admin.,divorced,secondary,no,1967,yes,no,18,may,115,1,341,failure,no
10687,38,technician,single,secondary,no,103,yes,no,2,feb,159,1,187,failure,no
10688,39,blue-collar,married,secondary,no,661,yes,no,3,feb,84,4,267,failure,no
10689,58,retired,married,secondary,no,19,no,yes,15,jul,106,3,-1,unknown,no
10690,36,self-employed,single,tertiary,no,258,no,no,5,feb,230,1,-1,unknown,no
10692,36,management,married,secondary,no,1898,yes,yes,30,may,233,1,-1,unknown,no
10693,59,management,divorced,tertiary,no,0,no,no,30,jul,196,3,-1,unknown,no
10694,36,technician,married,secondary,no,3579,no,no,14,aug,308,2,-1,unknown,no
10695,34,housemaid,married,tertiary,no,1265,yes,no,6,jun,397,3,-1,unknown,no
10696,29,technician,single,tertiary,no,940,yes,no,15,may,757,1,330,failure,no
10697,39,blue-collar,married,secondary,no,854,yes,yes,6,may,181,1,-1,unknown,no
10698,32,self-employed,married,tertiary,no,1464,no,no,14,aug,133,2,-1,unknown,no
10699,29,services,married,secondary,no,3748,no,no,28,may,322,3,-1,unknown,no
10701,29,blue-collar,married,primary,no,-235,yes,no,22,jul,189,1,-1,unknown,no
10702,44,management,single,tertiary,yes,12,yes,no,19,nov,126,2,-1,unknown,no
10704,37,technician,married,tertiary,no,0,no,no,28,aug,76,1,-1,unknown,no
10706,39,blue-collar,married,secondary,no,142,no,yes,14,jul,424,4,-1,unknown,no
10707,34,services,married,secondary,no,24,yes,no,28,may,124,1,-1,unknown,no
10709,40,services,married,secondary,no,2346,no,no,16,jun,182,3,-1,unknown,no
10710,30,technician,single,secondary,no,133,yes,no,29,jan,113,2,-1,unknown,no
10712,50,management,married,tertiary,no,400,no,no,13,aug,343,2,-1,unknown,no
10715,37,admin.,married,secondary,yes,0,no,no,9,jun,89,1,-1,unknown,no
10716,40,entrepreneur,married,tertiary,no,-164,no,no,7,may,87,1,-1,unknown,no
10717,39,management,married,tertiary,no,1241,yes,no,5,jun,138,2,-1,unknown,no
10718,59,entrepreneur,married,primary,no,0,no,no,19,jun,239,1,-1,unknown,no
10719,40,technician,married,secondary,no,214,no,no,25,aug,59,6,-1,unknown,no
10720,48,management,single,tertiary,no,399,no,yes,7,aug,126,1,-1,unknown,no
10721,73,retired,married,primary,no,1388,no,no,20,jul,146,3,190,success,no
10722,28,self-employed,single,tertiary,no,805,no,no,12,nov,116,5,170,failure,no
10723,50,services,single,secondary,no,1716,yes,no,7,apr,272,1,-1,unknown,no
10724,35,unemployed,married,secondary,no,2228,no,no,19,jun,461,2,-1,unknown,no
10725,45,services,single,secondary,no,1515,no,no,20,jun,14,4,-1,unknown,no
10726,51,self-employed,married,secondary,no,44,yes,yes,21,jul,79,1,-1,unknown,no
10727,47,admin.,single,primary,no,683,no,no,20,nov,101,1,-1,unknown,no
10730,35,blue-collar,married,secondary,no,911,yes,no,20,nov,434,2,181,unknown,no
10731,74,retired,married,secondary,no,3771,no,no,16,apr,159,1,-1,unknown,no
10732,32,technician,married,secondary,no,1119,no,no,19,nov,371,2,-1,unknown,no
10734,57,retired,divorced,secondary,no,-663,yes,no,13,may,210,1,351,failure,no
10735,33,blue-collar,married,secondary,no,686,yes,yes,14,may,30,6,343,unknown,no
10736,44,blue-collar,married,primary,no,112,yes,no,14,may,225,2,-1,unknown,no
10737,30,admin.,divorced,secondary,no,83,yes,yes,6,may,310,1,-1,unknown,no
10738,48,blue-collar,married,primary,no,418,yes,no,9,may,102,3,-1,unknown,no
10739,38,management,married,secondary,no,3840,yes,yes,17,nov,62,1,-1,unknown,no
10741,24,blue-collar,single,secondary,no,-10,yes,no,13,may,106,1,-1,unknown,no
10742,28,management,married,secondary,no,3,yes,no,14,sep,112,2,24,unknown,no
10743,55,management,married,tertiary,no,1433,no,no,12,jun,298,3,-1,unknown,no
10744,40,technician,married,secondary,no,0,yes,yes,26,jul,105,2,172,failure,no
10745,39,management,married,tertiary,no,756,yes,no,2,jun,268,1,-1,unknown,no
10746,43,services,divorced,secondary,no,313,yes,no,8,may,155,2,-1,unknown,no
10748,35,blue-collar,married,secondary,no,74,no,no,23,jul,248,2,-1,unknown,no
10749,53,technician,married,tertiary,no,431,yes,no,5,may,55,1,328,failure,no
10750,44,unemployed,divorced,secondary,no,522,no,no,7,apr,411,1,-1,unknown,no
10751,42,housemaid,married,primary,no,0,no,yes,11,jul,83,2,-1,unknown,no
10753,32,blue-collar,single,secondary,no,435,yes,no,21,may,373,2,-1,unknown,no
10754,47,blue-collar,married,secondary,no,2128,yes,no,17,apr,98,1,-1,unknown,no
10755,30,management,single,secondary,no,-383,yes,no,18,may,170,1,-1,unknown,no
10756,38,technician,single,secondary,no,1019,yes,no,6,may,249,1,-1,unknown,no
10757,40,blue-collar,single,primary,no,1780,no,yes,11,jun,114,1,-1,unknown,no
10758,34,management,single,tertiary,no,431,no,no,16,jul,401,1,-1,unknown,no
10760,27,unemployed,single,secondary,no,0,yes,no,21,jul,53,6,-1,unknown,no
10761,39,blue-collar,married,secondary,no,138,no,no,9,jun,61,2,-1,unknown,no
10762,38,blue-collar,married,secondary,no,292,yes,yes,6,jun,84,2,-1,unknown,no
10763,55,services,married,tertiary,no,606,no,yes,18,nov,114,2,-1,unknown,no
10764,59,blue-collar,married,secondary,no,0,yes,no,5,may,226,1,-1,unknown,no
10766,38,services,single,secondary,no,322,yes,no,26,may,61,1,-1,unknown,no
10767,20,admin.,single,secondary,no,336,no,yes,5,jun,133,1,-1,unknown,no
10770,36,management,married,tertiary,no,928,yes,no,20,apr,239,1,-1,unknown,no
10772,45,management,married,tertiary,no,2220,yes,no,11,jul,128,2,-1,unknown,no
10773,31,blue-collar,divorced,secondary,no,1125,no,yes,15,may,548,1,-1,unknown,no
10774,40,technician,married,secondary,no,503,yes,no,14,may,127,3,-1,unknown,no
10775,58,entrepreneur,married,tertiary,no,2920,yes,no,9,jun,136,1,-1,unknown,no
10777,42,management,married,tertiary,no,0,no,no,6,aug,81,3,-1,unknown,no
10778,48,blue-collar,married,primary,no,1080,yes,no,11,may,197,2,-1,unknown,no
10779,52,technician,single,secondary,no,36,yes,no,16,may,335,1,-1,unknown,no
10780,30,services,single,tertiary,no,803,no,no,30,apr,243,1,-1,unknown,no
10781,43,blue-collar,married,primary,no,8,no,no,7,jul,245,5,-1,unknown,no
10782,43,blue-collar,married,secondary,no,833,no,no,17,jul,156,1,-1,unknown,no
10783,30,management,single,tertiary,no,3410,yes,no,18,may,140,1,-1,unknown,no
10786,36,admin.,married,tertiary,no,586,yes,no,28,jan,126,1,-1,unknown,no
10787,42,management,married,tertiary,no,559,no,no,19,aug,88,1,-1,unknown,no
10790,25,blue-collar,single,primary,no,-221,yes,no,23,may,250,1,-1,unknown,no
10791,36,management,married,tertiary,no,242,yes,no,14,may,20,1,-1,unknown,no
10792,59,retired,divorced,primary,no,20,no,no,10,jul,298,1,-1,unknown,no
10794,45,management,married,primary,no,321,yes,no,30,jul,918,4,-1,unknown,no
10795,49,entrepreneur,married,tertiary,no,313,yes,no,17,nov,42,2,188,failure,no
10796,54,technician,divorced,secondary,no,136,no,yes,10,jul,151,4,-1,unknown,no
10797,33,admin.,married,secondary,no,0,yes,yes,9,jul,160,1,-1,unknown,no
10799,31,admin.,married,secondary,no,54,yes,no,21,nov,226,1,-1,unknown,no
10800,59,blue-collar,divorced,secondary,no,0,no,yes,15,jul,237,4,-1,unknown,no
10801,28,admin.,single,tertiary,no,373,yes,no,4,feb,126,1,-1,unknown,no
10803,30,services,divorced,secondary,no,0,no,no,29,jan,89,1,-1,unknown,no
10804,53,retired,married,secondary,no,1296,yes,no,17,jun,115,1,-1,unknown,no
10806,47,blue-collar,married,secondary,no,3237,yes,no,15,may,198,3,-1,unknown,no
10807,30,management,single,tertiary,no,1191,no,no,11,aug,381,4,-1,unknown,no
10808,38,management,married,tertiary,no,2278,yes,yes,13,may,244,1,-1,unknown,no
10809,53,technician,single,secondary,no,-165,yes,no,9,jul,89,1,-1,unknown,no
10811,57,unemployed,married,tertiary,no,209,no,no,19,jun,453,1,-1,unknown,no
10812,36,self-employed,single,tertiary,no,3560,no,no,2,jun,409,2,-1,unknown,no
10813,42,blue-collar,married,secondary,no,490,yes,no,5,may,386,2,-1,unknown,no
10814,56,technician,single,secondary,no,3499,yes,no,29,may,248,3,-1,unknown,no
10815,38,unemployed,married,secondary,no,995,no,no,26,jul,84,1,-1,unknown,no
10817,30,self-employed,married,tertiary,no,163,yes,no,18,may,149,1,362,unknown,no
10818,42,entrepreneur,single,primary,no,103,yes,no,19,may,156,5,-1,unknown,no
10819,34,management,divorced,tertiary,no,70,yes,no,22,jul,5,1,701,unknown,no
10820,29,services,married,secondary,no,191,yes,no,17,apr,87,1,-1,unknown,no
10821,49,management,married,secondary,no,1601,no,no,29,jul,47,5,-1,unknown,no
10822,59,management,married,tertiary,no,287,yes,no,20,apr,818,2,242,failure,no
10824,37,technician,married,secondary,no,177,yes,no,16,jul,464,3,-1,unknown,no
10825,27,admin.,single,tertiary,no,832,no,no,21,apr,336,1,-1,unknown,no
10826,24,student,single,secondary,no,493,yes,no,13,may,85,4,358,unknown,no
10829,30,services,married,secondary,no,292,yes,yes,15,apr,651,4,-1,unknown,no
